,Airline,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins
187,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,09:45,24h 10m,1 stop,In-flight meal not included,10539.0,6,6,9,35,9,45,1450
188,IndiGo,Kolkata,Banglore,CCU ? BLR,15:30,18:05,2h 35m,non-stop,No info,4804.0,6,3,15,30,18,5,155
189,Air Asia,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,6,12,11,10,13,55,165
190,IndiGo,Banglore,New Delhi,BLR ? HYD ? DEL,12:10,17:05,4h 55m,1 stop,No info,8738.0,3,3,12,10,17,5,295
191,Air India,Delhi,Cochin,DEL ? TRV ? COK,05:15,06:50,25h 35m,1 stop,No info,7165.0,3,27,5,15,6,50,1535
192,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,6412.0,6,24,16,10,22,30,380
193,Jet Airways,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,8016.0,6,27,18,55,22,0,185
194,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,15:15,18h 40m,1 stop,In-flight meal not included,11087.0,3,12,20,35,15,15,1120
195,SpiceJet,Chennai,Kolkata,MAA ? CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0,6,27,9,45,12,0,135
196,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,04:40,12h 10m,1 stop,No info,12471.0,6,12,16,30,4,40,730
197,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,09:00,04:25,19h 25m,1 stop,In-flight meal not included,10262.0,6,24,9,0,4,25,1165
198,Air India,Banglore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,4441.0,3,18,13,20,16,10,170
199,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:05,15:30,8h 25m,1 stop,No info,12537.0,3,27,7,5,15,30,505
200,GoAir,Kolkata,Banglore,CCU ? BOM ? BLR,22:25,07:40,9h 15m,1 stop,No info,10091.0,3,24,22,25,7,40,555
201,Air India,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,6961.0,6,3,21,5,23,55,170
202,IndiGo,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,5013.0,4,24,5,35,8,50,195
203,Air India,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,6934.0,5,18,5,10,8,0,170
204,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:00,12h 20m,1 stop,No info,10877.0,6,3,6,40,19,0,740
205,Jet Airways,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229.0,4,18,15,15,18,10,175
206,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:35,9h 35m,1 stop,No info,7048.0,3,27,16,0,1,35,575
207,Vistara,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,4878.0,6,27,17,0,19,35,155
208,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844.0,5,21,14,5,23,35,570
209,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,04:25,29h 20m,2 stops,No info,15129.0,5,18,23,5,4,25,1760
210,IndiGo,Banglore,Delhi,BLR ? DEL,00:30,03:25,2h 55m,non-stop,No info,3943.0,5,12,0,30,3,25,175
211,SpiceJet,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,5h 15m,1 stop,No info,5583.0,6,6,6,5,11,20,315
212,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,9h 5m,1 stop,No info,9646.0,6,6,7,5,16,10,545
213,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:15,10h 45m,1 stop,No info,7677.0,6,3,8,30,19,15,645
214,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,05:10,10:05,4h 55m,1 stop,No info,6842.0,6,1,5,10,10,5,295
215,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995.0,6,24,8,45,10,15,90
216,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,18:50,11h 40m,1 stop,No info,9555.0,6,9,7,10,18,50,700
217,IndiGo,Banglore,Delhi,BLR ? DEL,01:30,04:15,2h 45m,non-stop,No info,4077.0,6,1,1,30,4,15,165
218,Jet Airways,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229.0,5,12,15,15,18,10,175
219,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,12192.0,6,9,9,0,19,0,600
220,Air India,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,5911.0,4,12,10,0,12,45,165
221,Air India,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,8372.0,6,12,9,0,19,15,615
222,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4995.0,3,18,7,10,8,35,85
223,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,14323.0,5,9,10,0,19,15,555
224,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25,22h 55m,2 stops,No info,13014.0,6,9,5,30,4,25,1375
225,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,14:25,19:15,28h 50m,2 stops,No info,13591.0,6,6,14,25,19,15,1730
226,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,18:50,37h 25m,2 stops,No info,18799.0,3,3,5,25,18,50,2245
227,IndiGo,Banglore,Delhi,BLR ? DEL,23:30,02:20,2h 50m,non-stop,No info,3943.0,4,27,23,30,2,20,170
228,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965.0,5,21,5,45,7,15,90
229,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995.0,5,27,10,20,11,50,90
230,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,18:30,25h 40m,1 stop,No info,14641.0,3,24,16,50,18,30,1540
231,Air India,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4460.0,4,12,20,45,23,20,155
232,Air India,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,10191.0,5,18,13,0,19,15,375
233,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:45,17h 30m,1 stop,In-flight meal not included,13843.0,3,9,2,15,19,45,1050
234,IndiGo,Delhi,Cochin,DEL ? LKO ? COK,21:50,03:35,5h 45m,1 stop,No info,6349.0,5,1,21,50,3,35,345
235,Air Asia,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4409.0,5,1,10,20,12,55,155
236,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,18:15,19:45,25h 30m,1 stop,No info,17024.0,3,6,18,15,19,45,1530
237,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:05,21:00,13h 55m,1 stop,No info,13727.0,5,18,7,5,21,0,835
238,IndiGo,Banglore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,8855.0,3,15,18,25,21,20,175
239,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,08:45,19:00,10h 15m,1 stop,No info,12524.0,6,24,8,45,19,0,615
240,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,20:20,8h 40m,1 stop,No info,13555.0,3,18,11,40,20,20,520
241,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,10844.0,6,6,6,30,12,0,330
242,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,12h,1 stop,No info,13587.0,6,9,9,0,21,0,720
243,SpiceJet,Chennai,Kolkata,MAA ? CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0,6,12,9,45,12,0,135
244,Vistara,Chennai,Kolkata,MAA ? CCU,07:05,09:20,2h 15m,non-stop,No info,4842.0,3,18,7,5,9,20,135
245,IndiGo,Banglore,Delhi,BLR ? DEL,23:30,02:20,2h 50m,non-stop,No info,3943.0,4,24,23,30,2,20,170
246,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:15,04:25,9h 10m,1 stop,In-flight meal not included,10577.0,6,9,19,15,4,25,550
247,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,10:35,21:00,10h 25m,1 stop,No info,6979.0,5,15,10,35,21,0,625
248,Vistara,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,11982.0,6,27,17,45,20,5,140
249,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No info,5264.0,6,6,8,45,13,15,270
250,Vistara,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,8001.0,3,3,6,0,9,10,190
251,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15,23h 30m,2 stops,No info,10651.0,6,1,19,45,19,15,1410
252,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,19:50,27h 20m,1 stop,In-flight meal not included,10844.0,5,24,16,30,19,50,1640
253,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,09:45,22:20,12h 35m,1 stop,No info,6601.0,3,27,9,45,22,20,755
254,Air India,Delhi,Cochin,DEL ? BOM ? COK,19:00,19:15,24h 15m,1 stop,No info,6587.0,3,21,19,0,19,15,1455
255,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,non-stop,No info,3173.0,3,21,13,10,14,30,80
256,Air India,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,5228.0,5,9,10,0,12,45,165
257,Jet Airways,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769.0,6,21,7,10,10,10,180
258,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,11h,1 stop,No info,14714.0,6,6,8,0,19,0,660
259,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,No info,13014.0,6,3,5,30,19,0,810
260,IndiGo,Banglore,Delhi,BLR ? DEL,22:10,01:00,2h 50m,non-stop,No info,3359.0,6,3,22,10,1,0,170
261,GoAir,Banglore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,non-stop,No info,6722.0,3,3,20,55,23,50,175
262,IndiGo,Kolkata,Banglore,CCU ? BLR,09:35,12:20,2h 45m,non-stop,No info,4462.0,3,18,9,35,12,20,165
263,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,04:55,16:10,11h 15m,1 stop,No info,6171.0,3,9,4,55,16,10,675
264,Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,20:25,14h 35m,2 stops,No info,12303.0,5,21,5,50,20,25,875
265,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,11:40,01:35,13h 55m,1 stop,No info,7695.0,3,21,11,40,1,35,835
266,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,11:25,01:30,14h 5m,1 stop,No info,5684.0,6,24,11,25,1,30,845
267,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,07:55,15h 5m,1 stop,No info,8366.0,6,12,16,50,7,55,905
268,Air India,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,19630.0,3,1,11,40,13,55,135
269,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,05:05,15h,1 stop,In-flight meal not included,13502.0,3,6,14,5,5,5,900
270,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05,12h 55m,1 stop,No info,14781.0,5,1,21,10,10,5,775
271,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,07:10,16:10,9h,1 stop,No info,6513.0,6,12,7,10,16,10,540
272,Air India,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,9929.0,6,1,7,0,19,15,735
273,Multiple carriers,Delhi,Cochin,DEL ? IXU ? BOM ? COK,17:50,01:30,7h 40m,2 stops,No info,18275.0,6,6,17,50,1,30,460
274,Air India,Delhi,Cochin,DEL ? MAA ? COK,06:05,09:25,27h 20m,1 stop,No info,4487.0,4,9,6,5,9,25,1640
275,IndiGo,Mumbai,Hyderabad,BOM ? HYD,21:20,22:45,1h 25m,non-stop,No info,2754.0,3,15,21,20,22,45,85
276,Air India,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,1h 20m,non-stop,No info,2575.0,3,27,6,20,7,40,80
277,SpiceJet,Kolkata,Banglore,CCU ? IXB ? BLR,15:55,21:25,5h 30m,1 stop,No info,8224.0,6,12,15,55,21,25,330
278,Air India,Delhi,Cochin,DEL ? BLR ? COK,20:30,08:15,11h 45m,1 stop,No info,8991.0,3,9,20,30,8,15,705
279,IndiGo,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,5000.0,6,24,5,35,8,50,195
280,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,19:50,24h 55m,1 stop,In-flight meal not included,8529.0,6,12,18,55,19,50,1495
281,Air India,Delhi,Cochin,DEL ? MAA ? COK,06:05,09:25,27h 20m,1 stop,No info,14042.0,3,3,6,5,9,25,1640
282,Jet Airways,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030.0,5,24,11,10,14,5,175
283,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00,17h 5m,1 stop,In-flight meal not included,10844.0,6,6,18,55,12,0,1025
284,IndiGo,Kolkata,Banglore,CCU ? BLR,21:25,00:05,2h 40m,non-stop,No info,4804.0,5,6,21,25,0,5,160
285,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30,8h,1 stop,In-flight meal not included,7308.0,5,27,17,30,1,30,480
286,IndiGo,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823.0,5,12,16,55,19,55,180
287,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,09:00,12:35,27h 35m,1 stop,In-flight meal not included,10262.0,6,24,9,0,12,35,1655
288,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25,7h 30m,1 stop,In-flight meal not included,12898.0,5,27,20,55,4,25,450
289,Air India,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,17:25,16:20,22h 55m,2 stops,No info,12778.0,3,12,17,25,16,20,1375
290,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,04:45,13:20,8h 35m,1 stop,No info,14871.0,3,3,4,45,13,20,515
291,Air India,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,19:15,29h 55m,2 stops,No info,8708.0,3,21,13,20,19,15,1795
292,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,18:15,22h 15m,1 stop,In-flight meal not included,10844.0,6,6,20,0,18,15,1335
293,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,05:45,07:05,1h 20m,non-stop,No info,4129.0,3,6,5,45,7,5,80
294,IndiGo,Kolkata,Banglore,CCU ? BLR,21:25,00:05,2h 40m,non-stop,No info,4804.0,5,18,21,25,0,5,160
295,Jet Airways,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,7229.0,5,6,8,20,11,20,180
296,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,19:10,12h 10m,1 stop,In-flight meal not included,7832.0,3,21,7,0,19,10,730
297,SpiceJet,Chennai,Kolkata,MAA ? CCU,09:30,12:05,2h 35m,non-stop,No info,3859.0,3,18,9,30,12,5,155
298,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,9001.0,6,6,7,30,19,15,705
299,Vistara,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,4878.0,5,9,17,0,19,35,155
300,IndiGo,Mumbai,Hyderabad,BOM ? HYD,02:35,04:05,1h 30m,non-stop,No info,2754.0,5,3,2,35,4,5,90
301,Vistara,Banglore,Delhi,BLR ? DEL,07:00,09:40,2h 40m,non-stop,No info,4668.0,6,27,7,0,9,40,160
302,Air Asia,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,5216.0,5,12,10,20,12,55,155
303,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25,22h 55m,2 stops,In-flight meal not included,10368.0,6,6,5,30,4,25,1375
304,IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,06:40,21:20,14h 40m,2 stops,No info,8146.0,3,9,6,40,21,20,880
305,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,13:00,04:25,15h 25m,1 stop,No info,12242.0,3,27,13,0,4,25,925
306,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,15:15,7h 15m,1 stop,In-flight meal not included,9134.0,3,15,8,0,15,15,435
307,Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,09:25,20h 10m,2 stops,No info,10939.0,6,6,13,15,9,25,1210
308,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,07:40,20h 45m,2 stops,No info,11753.0,6,6,10,55,7,40,1245
309,SpiceJet,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,4174.0,4,24,17,10,19,40,150
310,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,19:50,23h 50m,1 stop,In-flight meal not included,10844.0,5,21,20,0,19,50,1430
311,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,16:00,19:00,27h,1 stop,No info,14714.0,6,3,16,0,19,0,1620
312,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,9899.0,6,12,6,30,12,0,330
313,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,09:10,21:00,11h 50m,1 stop,No info,14871.0,3,3,9,10,21,0,710
314,IndiGo,Chennai,Kolkata,MAA ? CCU,13:20,15:35,2h 15m,non-stop,No info,7295.0,3,6,13,20,15,35,135
315,Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,19:15,24h 30m,2 stops,No info,13465.0,6,6,18,45,19,15,1470
316,SpiceJet,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543.0,5,21,17,45,20,5,140
317,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30,6h 30m,1 stop,No info,7198.0,6,27,19,0,1,30,390
318,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25,20h 25m,1 stop,In-flight meal not included,10262.0,6,1,8,0,4,25,1225
319,IndiGo,Kolkata,Banglore,CCU ? BLR,15:20,17:55,2h 35m,non-stop,No info,4148.0,3,15,15,20,17,55,155
320,Jet Airways,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,8016.0,6,27,15,15,18,10,175
321,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25,5h 35m,1 stop,In-flight meal not included,10262.0,6,9,22,50,4,25,335
322,SpiceJet,Kolkata,Banglore,CCU ? BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841.0,6,15,14,55,17,25,150
323,Jet Airways,Banglore,New Delhi,BLR ? MAA ? DEL,09:45,00:30,14h 45m,1 stop,No info,11507.0,3,12,9,45,0,30,885
324,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,12h 20m,1 stop,No info,14781.0,5,1,8,25,20,45,740
325,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00,25h 30m,1 stop,No info,16079.0,5,27,17,30,19,0,1530
326,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25,5h 35m,1 stop,In-flight meal not included,12898.0,5,27,22,50,4,25,335
327,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,15353.0,3,6,7,30,19,15,705
328,IndiGo,Banglore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,7303.0,3,24,18,25,21,20,175
329,SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,15:05,20:45,5h 40m,1 stop,No info,6197.0,3,24,15,5,20,45,340
330,Air India,Kolkata,Banglore,CCU ? BBI ? BLR,09:10,13:15,4h 5m,1 stop,No info,8996.0,6,9,9,10,13,15,245
331,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:20,8h,1 stop,No info,6528.0,3,21,14,20,22,20,480
332,GoAir,Banglore,Delhi,BLR ? DEL,20:55,23:40,2h 45m,non-stop,No info,4239.0,4,9,20,55,23,40,165
333,IndiGo,Kolkata,Banglore,CCU ? BLR,20:25,23:05,2h 40m,non-stop,No info,4148.0,3,12,20,25,23,5,160
334,SpiceJet,Banglore,Delhi,BLR ? DEL,21:10,00:05,2h 55m,non-stop,No info,3971.0,5,24,21,10,0,5,175
335,Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,23:30,15h 55m,1 stop,No info,5192.0,5,6,7,35,23,30,955
336,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,12:35,23h 10m,2 stops,No info,9483.0,4,9,13,25,12,35,1390
337,Jet Airways,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,No info,18804.0,6,3,11,40,19,0,440
338,Air India,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,5201.0,6,18,5,10,8,0,170
339,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,No info,16079.0,5,27,11,30,19,0,450
340,Jet Airways,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,7229.0,6,15,19,50,22,50,180
341,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:30,7h 45m,1 stop,No info,6795.0,5,27,17,45,1,30,465
342,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,10:55,25h 20m,1 stop,No info,10953.0,5,9,9,35,10,55,1520
343,Multiple carriers,Delhi,Cochin,DEL ? IDR ? BOM ? COK,15:05,01:30,10h 25m,2 stops,No info,15965.0,6,24,15,5,1,30,625
344,Air India,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,19:15,30h 20m,2 stops,No info,9968.0,4,9,12,55,19,15,1820
345,IndiGo,Kolkata,Banglore,CCU ? BLR,22:15,00:50,2h 35m,non-stop,No info,4804.0,6,6,22,15,0,50,155
346,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,16079.0,5,27,10,0,19,0,540
347,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,12:35,15h 10m,2 stops,In-flight meal not included,11507.0,6,12,21,25,12,35,910
348,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,13:45,28h 20m,2 stops,No info,11542.0,6,9,9,25,13,45,1700
349,Jet Airways,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,7229.0,4,24,17,45,20,45,180
350,Jet Airways,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4544.0,4,27,6,0,8,45,165
351,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,05:10,10:05,4h 55m,1 stop,No info,6496.0,5,15,5,10,10,5,295
352,IndiGo,Kolkata,Banglore,CCU ? BLR,21:25,00:05,2h 40m,non-stop,No info,4804.0,6,15,21,25,0,5,160
353,Air India,Banglore,New Delhi,BLR ? CCU ? DEL,11:05,09:15,22h 10m,1 stop,No info,13439.0,3,1,11,5,9,15,1330
354,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,18:15,04:25,10h 10m,1 stop,In-flight meal not included,6540.0,3,27,18,15,4,25,610
355,IndiGo,Banglore,Delhi,BLR ? DEL,23:30,02:20,2h 50m,non-stop,No info,4591.0,6,1,23,30,2,20,170
356,IndiGo,Banglore,New Delhi,BLR ? HYD ? DEL,16:15,20:35,4h 20m,1 stop,No info,4437.0,3,18,16,15,20,35,260
357,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,20:10,07:10,11h,1 stop,No info,6151.0,3,21,20,10,7,10,660
358,Jet Airways,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,7754.0,6,21,17,45,20,45,180
359,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,14:00,12:35,22h 35m,1 stop,In-flight meal not included,10262.0,6,24,14,0,12,35,1355
360,Jet Airways,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,8016.0,6,9,18,55,22,0,185
361,SpiceJet,Kolkata,Banglore,CCU ? BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,4781.0,3,24,6,55,9,35,160
362,Vistara,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,4668.0,6,27,11,30,14,20,170
363,Air India,Banglore,New Delhi,BLR ? MAA ? DEL,11:50,08:55,21h 5m,1 stop,No info,14594.0,3,6,11,50,8,55,1265
364,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:55,04:45,11h 50m,1 stop,No info,14231.0,3,24,16,55,4,45,710
365,Air India,Delhi,Cochin,DEL ? TRV ? COK,05:15,06:50,25h 35m,1 stop,No info,8425.0,5,15,5,15,6,50,1535
366,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,07:05,22:30,15h 25m,1 stop,No info,9646.0,6,12,7,5,22,30,925
367,IndiGo,Chennai,Kolkata,MAA ? CCU,14:40,17:05,2h 25m,non-stop,No info,7295.0,3,3,14,40,17,5,145
368,Air Asia,Kolkata,Banglore,CCU ? BBI ? BLR,06:50,10:30,3h 40m,1 stop,No info,5162.0,4,9,6,50,10,30,220
369,IndiGo,Banglore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,6860.0,3,9,18,25,21,20,175
370,Vistara,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,6216.0,4,15,6,0,9,10,190
371,Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,19:25,11h 50m,1 stop,No info,5192.0,5,24,7,35,19,25,710
372,IndiGo,Banglore,Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,4823.0,4,9,20,0,22,50,170
373,SpiceJet,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3919.0,4,3,9,30,12,20,170
374,IndiGo,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,non-stop,No info,2754.0,6,3,19,5,20,35,90
375,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:00,11h 30m,1 stop,No info,9315.0,5,9,7,30,19,0,690
376,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:00,18:50,8h 50m,1 stop,No info,11667.0,3,27,10,0,18,50,530
