,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6
196,Jet Airways,Kolkata,Banglore,1 stop,No info,12471,6,12,16,30,4,40,730,17.083561643835615,CCU,BOM,BLR,None,None,None
197,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,24,9,0,4,25,1165,8.808583690987124,DEL,BOM,COK,None,None,None
198,Air India,Banglore,New Delhi,non-stop,No info,4441,3,18,13,20,16,10,170,26.123529411764707,BLR,DEL,None,None,None,None
199,Multiple carriers,Delhi,Cochin,1 stop,No info,12537,3,27,7,5,15,30,505,24.825742574257426,DEL,BOM,COK,None,None,None
200,GoAir,Kolkata,Banglore,1 stop,No info,10091,3,24,22,25,7,40,555,18.18198198198198,CCU,BOM,BLR,None,None,None
201,Air India,Banglore,Delhi,non-stop,No info,6961,6,3,21,5,23,55,170,40.94705882352941,BLR,DEL,None,None,None,None
202,IndiGo,Delhi,Cochin,non-stop,No info,5013,4,24,5,35,8,50,195,25.70769230769231,DEL,COK,None,None,None,None
203,Air India,Delhi,Cochin,non-stop,No info,6934,5,18,5,10,8,0,170,40.78823529411765,DEL,COK,None,None,None,None
204,Multiple carriers,Delhi,Cochin,1 stop,No info,10877,6,3,6,40,19,0,740,14.698648648648648,DEL,BOM,COK,None,None,None
205,Jet Airways,Banglore,Delhi,non-stop,No info,7229,4,18,15,15,18,10,175,41.308571428571426,BLR,DEL,None,None,None,None
206,IndiGo,Delhi,Cochin,1 stop,No info,7048,3,27,16,0,1,35,575,12.257391304347825,DEL,BOM,COK,None,None,None
207,Vistara,Banglore,Delhi,non-stop,No info,4878,6,27,17,0,19,35,155,31.470967741935485,BLR,DEL,None,None,None,None
208,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,21,14,5,23,35,570,19.024561403508773,CCU,BOM,BLR,None,None,None
209,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,18,23,5,4,25,1760,8.596022727272727,DEL,AMD,BOM,COK,None,None
210,IndiGo,Banglore,Delhi,non-stop,No info,3943,5,12,0,30,3,25,175,22.53142857142857,BLR,DEL,None,None,None,None
211,SpiceJet,Delhi,Cochin,1 stop,No info,5583,6,6,6,5,11,20,315,17.723809523809525,DEL,MAA,COK,None,None,None
212,Multiple carriers,Delhi,Cochin,1 stop,No info,9646,6,6,7,5,16,10,545,17.699082568807338,DEL,HYD,COK,None,None,None
213,Multiple carriers,Delhi,Cochin,1 stop,No info,7677,6,3,8,30,19,15,645,11.902325581395349,DEL,BOM,COK,None,None,None
214,IndiGo,Delhi,Cochin,1 stop,No info,6842,6,1,5,10,10,5,295,23.19322033898305,DEL,BLR,COK,None,None,None
215,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4995,6,24,8,45,10,15,90,55.5,BOM,HYD,None,None,None,None
216,Vistara,Kolkata,Banglore,1 stop,No info,9555,6,9,7,10,18,50,700,13.65,CCU,DEL,BLR,None,None,None
217,IndiGo,Banglore,Delhi,non-stop,No info,4077,6,1,1,30,4,15,165,24.70909090909091,BLR,DEL,None,None,None,None
218,Jet Airways,Banglore,Delhi,non-stop,No info,7229,5,12,15,15,18,10,175,41.308571428571426,BLR,DEL,None,None,None,None
219,Multiple carriers,Delhi,Cochin,1 stop,No info,12192,6,9,9,0,19,0,600,20.32,DEL,BOM,COK,None,None,None
220,Air India,Banglore,Delhi,non-stop,No info,5911,4,12,10,0,12,45,165,35.82424242424243,BLR,DEL,None,None,None,None
221,Air India,Delhi,Cochin,1 stop,No info,8372,6,12,9,0,19,15,615,13.613008130081301,DEL,BOM,COK,None,None,None
222,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4995,3,18,7,10,8,35,85,58.76470588235294,BOM,HYD,None,None,None,None
223,Multiple carriers,Delhi,Cochin,1 stop,No info,14323,5,9,10,0,19,15,555,25.807207207207206,DEL,BOM,COK,None,None,None
224,Jet Airways,Delhi,Cochin,2 stops,No info,13014,6,9,5,30,4,25,1375,9.464727272727274,DEL,JAI,BOM,COK,None,None
225,Air India,Delhi,Cochin,2 stops,No info,13591,6,6,14,25,19,15,1730,7.85606936416185,DEL,CCU,BOM,COK,None,None
226,Jet Airways,Delhi,Cochin,2 stops,No info,18799,3,3,5,25,18,50,2245,8.373719376391982,DEL,IDR,BOM,COK,None,None
227,IndiGo,Banglore,Delhi,non-stop,No info,3943,4,27,23,30,2,20,170,23.194117647058825,BLR,DEL,None,None,None,None
228,SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,1965,5,21,5,45,7,15,90,21.833333333333332,BOM,HYD,None,None,None,None
229,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4995,5,27,10,20,11,50,90,55.5,BOM,HYD,None,None,None,None
230,Air India,Kolkata,Banglore,1 stop,No info,14641,3,24,16,50,18,30,1540,9.507142857142858,CCU,BOM,BLR,None,None,None
231,Air India,Kolkata,Banglore,non-stop,No info,4460,4,12,20,45,23,20,155,28.774193548387096,CCU,BLR,None,None,None,None
232,Air India,Delhi,Cochin,1 stop,No info,10191,5,18,13,0,19,15,375,27.176,DEL,BOM,COK,None,None,None
233,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,13843,3,9,2,15,19,45,1050,13.183809523809524,DEL,BOM,COK,None,None,None
234,IndiGo,Delhi,Cochin,1 stop,No info,6349,5,1,21,50,3,35,345,18.402898550724636,DEL,LKO,COK,None,None,None
235,Air Asia,Kolkata,Banglore,non-stop,No info,4409,5,1,10,20,12,55,155,28.44516129032258,CCU,BLR,None,None,None,None
236,Jet Airways,Delhi,Cochin,1 stop,No info,17024,3,6,18,15,19,45,1530,11.126797385620915,DEL,BOM,COK,None,None,None
237,Multiple carriers,Delhi,Cochin,1 stop,No info,13727,5,18,7,5,21,0,835,16.439520958083833,DEL,BOM,COK,None,None,None
238,IndiGo,Banglore,New Delhi,non-stop,No info,8855,3,15,18,25,21,20,175,50.6,BLR,DEL,None,None,None,None
239,Multiple carriers,Delhi,Cochin,1 stop,No info,12524,6,24,8,45,19,0,615,20.364227642276422,DEL,BOM,COK,None,None,None
240,Jet Airways,Banglore,New Delhi,1 stop,No info,13555,3,18,11,40,20,20,520,26.067307692307693,BLR,BOM,DEL,None,None,None
241,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,6,30,12,0,330,32.86060606060606,CCU,BOM,BLR,None,None,None
242,Multiple carriers,Delhi,Cochin,1 stop,No info,13587,6,9,9,0,21,0,720,18.870833333333334,DEL,BOM,COK,None,None,None
243,SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,6,12,9,45,12,0,135,26.244444444444444,MAA,CCU,None,None,None,None
244,Vistara,Chennai,Kolkata,non-stop,No info,4842,3,18,7,5,9,20,135,35.86666666666667,MAA,CCU,None,None,None,None
245,IndiGo,Banglore,Delhi,non-stop,No info,3943,4,24,23,30,2,20,170,23.194117647058825,BLR,DEL,None,None,None,None
246,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10577,6,9,19,15,4,25,550,19.23090909090909,DEL,BOM,COK,None,None,None
247,IndiGo,Delhi,Cochin,1 stop,No info,6979,5,15,10,35,21,0,625,11.1664,DEL,BOM,COK,None,None,None
248,Vistara,Chennai,Kolkata,non-stop,No info,11982,6,27,17,45,20,5,140,85.58571428571429,MAA,CCU,None,None,None,None
249,SpiceJet,Delhi,Cochin,1 stop,No info,5264,6,6,8,45,13,15,270,19.496296296296297,DEL,PNQ,COK,None,None,None
250,Vistara,Delhi,Cochin,non-stop,No info,8001,3,3,6,0,9,10,190,42.11052631578947,DEL,COK,None,None,None,None
251,Air India,Delhi,Cochin,2 stops,No info,10651,6,1,19,45,19,15,1410,7.5539007092198585,DEL,AMD,BOM,COK,None,None
252,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,24,16,30,19,50,1640,6.61219512195122,CCU,BOM,BLR,None,None,None
253,Multiple carriers,Delhi,Cochin,1 stop,No info,6601,3,27,9,45,22,20,755,8.743046357615894,DEL,HYD,COK,None,None,None
254,Air India,Delhi,Cochin,1 stop,No info,6587,3,21,19,0,19,15,1455,4.527147766323024,DEL,BOM,COK,None,None,None
255,SpiceJet,Mumbai,Hyderabad,non-stop,No info,3173,3,21,13,10,14,30,80,39.6625,BOM,HYD,None,None,None,None
256,Air India,Banglore,Delhi,non-stop,No info,5228,5,9,10,0,12,45,165,31.684848484848484,BLR,DEL,None,None,None,None
257,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5769,6,21,7,10,10,10,180,32.05,BLR,DEL,None,None,None,None
258,Jet Airways,Delhi,Cochin,1 stop,No info,14714,6,6,8,0,19,0,660,22.293939393939393,DEL,BOM,COK,None,None,None
259,Jet Airways,Delhi,Cochin,2 stops,No info,13014,6,3,5,30,19,0,810,16.066666666666666,DEL,JAI,BOM,COK,None,None
260,IndiGo,Banglore,Delhi,non-stop,No info,3359,6,3,22,10,1,0,170,19.758823529411764,BLR,DEL,None,None,None,None
261,GoAir,Banglore,New Delhi,non-stop,No info,6722,3,3,20,55,23,50,175,38.41142857142857,BLR,DEL,None,None,None,None
262,IndiGo,Kolkata,Banglore,non-stop,No info,4462,3,18,9,35,12,20,165,27.042424242424243,CCU,BLR,None,None,None,None
263,IndiGo,Delhi,Cochin,1 stop,No info,6171,3,9,4,55,16,10,675,9.142222222222221,DEL,HYD,COK,None,None,None
264,Air India,Kolkata,Banglore,2 stops,No info,12303,5,21,5,50,20,25,875,14.060571428571428,CCU,IXR,DEL,BLR,None,None
265,Multiple carriers,Delhi,Cochin,1 stop,No info,7695,3,21,11,40,1,35,835,9.215568862275449,DEL,BOM,COK,None,None,None
266,IndiGo,Delhi,Cochin,1 stop,No info,5684,6,24,11,25,1,30,845,6.726627218934912,DEL,BOM,COK,None,None,None
267,Air India,Kolkata,Banglore,1 stop,No info,8366,6,12,16,50,7,55,905,9.244198895027624,CCU,BOM,BLR,None,None,None
268,Air India,Chennai,Kolkata,non-stop,No info,19630,3,1,11,40,13,55,135,145.40740740740742,MAA,CCU,None,None,None,None
269,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,13502,3,6,14,5,5,5,900,15.002222222222223,BLR,BOM,DEL,None,None,None
270,Jet Airways,Kolkata,Banglore,1 stop,No info,14781,5,1,21,10,10,5,775,19.072258064516127,CCU,BOM,BLR,None,None,None
271,Multiple carriers,Delhi,Cochin,1 stop,No info,6513,6,12,7,10,16,10,540,12.061111111111112,DEL,HYD,COK,None,None,None
272,Air India,Delhi,Cochin,1 stop,No info,9929,6,1,7,0,19,15,735,13.508843537414966,DEL,BOM,COK,None,None,None
273,Multiple carriers,Delhi,Cochin,2 stops,No info,18275,6,6,17,50,1,30,460,39.72826086956522,DEL,IXU,BOM,COK,None,None
274,Air India,Delhi,Cochin,1 stop,No info,4487,4,9,6,5,9,25,1640,2.7359756097560974,DEL,MAA,COK,None,None,None
275,IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,3,15,21,20,22,45,85,32.4,BOM,HYD,None,None,None,None
276,Air India,Mumbai,Hyderabad,non-stop,No info,2575,3,27,6,20,7,40,80,32.1875,BOM,HYD,None,None,None,None
277,SpiceJet,Kolkata,Banglore,1 stop,No info,8224,6,12,15,55,21,25,330,24.921212121212122,CCU,IXB,BLR,None,None,None
278,Air India,Delhi,Cochin,1 stop,No info,8991,3,9,20,30,8,15,705,12.753191489361702,DEL,BLR,COK,None,None,None
279,IndiGo,Delhi,Cochin,non-stop,No info,5000,6,24,5,35,8,50,195,25.641025641025642,DEL,COK,None,None,None,None
280,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8529,6,12,18,55,19,50,1495,5.705016722408026,CCU,BOM,BLR,None,None,None
281,Air India,Delhi,Cochin,1 stop,No info,14042,3,3,6,5,9,25,1640,8.56219512195122,DEL,MAA,COK,None,None,None
282,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4030,5,24,11,10,14,5,175,23.02857142857143,BLR,DEL,None,None,None,None
283,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,18,55,12,0,1025,10.579512195121952,CCU,BOM,BLR,None,None,None
284,IndiGo,Kolkata,Banglore,non-stop,No info,4804,5,6,21,25,0,5,160,30.025,CCU,BLR,None,None,None,None
285,Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,7308,5,27,17,30,1,30,480,15.225,DEL,BOM,COK,None,None,None
286,IndiGo,Banglore,Delhi,non-stop,No info,4823,5,12,16,55,19,55,180,26.794444444444444,BLR,DEL,None,None,None,None
287,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,24,9,0,12,35,1655,6.200604229607251,DEL,BOM,COK,None,None,None
288,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,5,27,20,55,4,25,450,28.662222222222223,DEL,BOM,COK,None,None,None
289,Air India,Banglore,New Delhi,2 stops,No info,12778,3,12,17,25,16,20,1375,9.293090909090909,BLR,BOM,JDH,DEL,None,None
290,IndiGo,Delhi,Cochin,1 stop,No info,14871,3,3,4,45,13,20,515,28.875728155339807,DEL,BOM,COK,None,None,None
291,Air India,Delhi,Cochin,2 stops,No info,8708,3,21,13,20,19,15,1795,4.85125348189415,DEL,UDR,BOM,COK,None,None
292,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,20,0,18,15,1335,8.122846441947566,CCU,BOM,BLR,None,None,None
293,SpiceJet,Mumbai,Hyderabad,non-stop,No info,4129,3,6,5,45,7,5,80,51.6125,BOM,HYD,None,None,None,None
294,IndiGo,Kolkata,Banglore,non-stop,No info,4804,5,18,21,25,0,5,160,30.025,CCU,BLR,None,None,None,None
295,Jet Airways,Banglore,Delhi,non-stop,No info,7229,5,6,8,20,11,20,180,40.16111111111111,BLR,DEL,None,None,None,None
296,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832,3,21,7,0,19,10,730,10.728767123287671,BLR,BOM,DEL,None,None,None
297,SpiceJet,Chennai,Kolkata,non-stop,No info,3859,3,18,9,30,12,5,155,24.89677419354839,MAA,CCU,None,None,None,None
298,Multiple carriers,Delhi,Cochin,1 stop,No info,9001,6,6,7,30,19,15,705,12.767375886524823,DEL,BOM,COK,None,None,None
299,Vistara,Banglore,Delhi,non-stop,No info,4878,5,9,17,0,19,35,155,31.470967741935485,BLR,DEL,None,None,None,None
300,IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,5,3,2,35,4,5,90,30.6,BOM,HYD,None,None,None,None
301,Vistara,Banglore,Delhi,non-stop,No info,4668,6,27,7,0,9,40,160,29.175,BLR,DEL,None,None,None,None
302,Air Asia,Kolkata,Banglore,non-stop,No info,5216,5,12,10,20,12,55,155,33.651612903225804,CCU,BLR,None,None,None,None
303,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,6,5,30,4,25,1375,7.540363636363637,DEL,JAI,BOM,COK,None,None
304,IndiGo,Delhi,Cochin,2 stops,No info,8146,3,9,6,40,21,20,880,9.256818181818181,DEL,HYD,MAA,COK,None,None
305,Jet Airways,Delhi,Cochin,1 stop,No info,12242,3,27,13,0,4,25,925,13.234594594594595,DEL,BOM,COK,None,None,None
306,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,9134,3,15,8,0,15,15,435,20.997701149425286,BLR,BOM,DEL,None,None,None
307,Air India,Delhi,Cochin,2 stops,No info,10939,6,6,13,15,9,25,1210,9.040495867768595,DEL,HYD,MAA,COK,None,None
308,Air India,Delhi,Cochin,2 stops,No info,11753,6,6,10,55,7,40,1245,9.440160642570282,DEL,GOI,BOM,COK,None,None
309,SpiceJet,Kolkata,Banglore,non-stop,No info,4174,4,24,17,10,19,40,150,27.826666666666668,CCU,BLR,None,None,None,None
310,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,21,20,0,19,50,1430,7.583216783216783,CCU,BOM,BLR,None,None,None
311,Jet Airways,Delhi,Cochin,1 stop,No info,14714,6,3,16,0,19,0,1620,9.082716049382716,DEL,BOM,COK,None,None,None
312,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9899,6,12,6,30,12,0,330,29.996969696969696,CCU,BOM,BLR,None,None,None
313,IndiGo,Delhi,Cochin,1 stop,No info,14871,3,3,9,10,21,0,710,20.94507042253521,DEL,BOM,COK,None,None,None
314,IndiGo,Chennai,Kolkata,non-stop,No info,7295,3,6,13,20,15,35,135,54.03703703703704,MAA,CCU,None,None,None,None
315,Air India,Delhi,Cochin,2 stops,No info,13465,6,6,18,45,19,15,1470,9.15986394557823,DEL,JAI,BOM,COK,None,None
316,SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,5,21,17,45,20,5,140,25.307142857142857,MAA,CCU,None,None,None,None
317,Multiple carriers,Delhi,Cochin,1 stop,No info,7198,6,27,19,0,1,30,390,18.456410256410255,DEL,BOM,COK,None,None,None
318,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,1,8,0,4,25,1225,8.377142857142857,DEL,BOM,COK,None,None,None
319,IndiGo,Kolkata,Banglore,non-stop,No info,4148,3,15,15,20,17,55,155,26.761290322580646,CCU,BLR,None,None,None,None
320,Jet Airways,Banglore,Delhi,non-stop,No info,8016,6,27,15,15,18,10,175,45.80571428571429,BLR,DEL,None,None,None,None
321,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,9,22,50,4,25,335,30.632835820895522,DEL,BOM,COK,None,None,None
322,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,6,15,14,55,17,25,150,25.606666666666666,CCU,BLR,None,None,None,None
323,Jet Airways,Banglore,New Delhi,1 stop,No info,11507,3,12,9,45,0,30,885,13.00225988700565,BLR,MAA,DEL,None,None,None
324,Jet Airways,Kolkata,Banglore,1 stop,No info,14781,5,1,8,25,20,45,740,19.974324324324325,CCU,BOM,BLR,None,None,None
325,Jet Airways,Delhi,Cochin,1 stop,No info,16079,5,27,17,30,19,0,1530,10.509150326797386,DEL,BOM,COK,None,None,None
326,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,5,27,22,50,4,25,335,38.50149253731343,DEL,BOM,COK,None,None,None
327,Multiple carriers,Delhi,Cochin,1 stop,No info,15353,3,6,7,30,19,15,705,21.777304964539006,DEL,BOM,COK,None,None,None
328,IndiGo,Banglore,New Delhi,non-stop,No info,7303,3,24,18,25,21,20,175,41.73142857142857,BLR,DEL,None,None,None,None
329,SpiceJet,Kolkata,Banglore,1 stop,No info,6197,3,24,15,5,20,45,340,18.226470588235294,CCU,MAA,BLR,None,None,None
330,Air India,Kolkata,Banglore,1 stop,No info,8996,6,9,9,10,13,15,245,36.71836734693878,CCU,BBI,BLR,None,None,None
331,IndiGo,Delhi,Cochin,1 stop,No info,6528,3,21,14,20,22,20,480,13.6,DEL,HYD,COK,None,None,None
332,GoAir,Banglore,Delhi,non-stop,No info,4239,4,9,20,55,23,40,165,25.69090909090909,BLR,DEL,None,None,None,None
333,IndiGo,Kolkata,Banglore,non-stop,No info,4148,3,12,20,25,23,5,160,25.925,CCU,BLR,None,None,None,None
334,SpiceJet,Banglore,Delhi,non-stop,No info,3971,5,24,21,10,0,5,175,22.69142857142857,BLR,DEL,None,None,None,None
335,Air Asia,Kolkata,Banglore,1 stop,No info,5192,5,6,7,35,23,30,955,5.436649214659686,CCU,DEL,BLR,None,None,None
336,Jet Airways,Delhi,Cochin,2 stops,No info,9483,4,9,13,25,12,35,1390,6.822302158273382,DEL,AMD,BOM,COK,None,None
337,Jet Airways,Delhi,Cochin,2 stops,No info,18804,6,3,11,40,19,0,440,42.736363636363635,DEL,JDH,BOM,COK,None,None
338,Air India,Delhi,Cochin,non-stop,No info,5201,6,18,5,10,8,0,170,30.594117647058823,DEL,COK,None,None,None,None
339,Jet Airways,Delhi,Cochin,1 stop,No info,16079,5,27,11,30,19,0,450,35.73111111111111,DEL,BOM,COK,None,None,None
340,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7229,6,15,19,50,22,50,180,40.16111111111111,BLR,DEL,None,None,None,None
341,Multiple carriers,Delhi,Cochin,1 stop,No info,6795,5,27,17,45,1,30,465,14.612903225806452,DEL,BOM,COK,None,None,None
342,Jet Airways,Kolkata,Banglore,1 stop,No info,10953,5,9,9,35,10,55,1520,7.205921052631579,CCU,DEL,BLR,None,None,None
343,Multiple carriers,Delhi,Cochin,2 stops,No info,15965,6,24,15,5,1,30,625,25.544,DEL,IDR,BOM,COK,None,None
344,Air India,Delhi,Cochin,2 stops,No info,9968,4,9,12,55,19,15,1820,5.476923076923077,DEL,JDH,BOM,COK,None,None
345,IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,6,22,15,0,50,155,30.993548387096773,CCU,BLR,None,None,None,None
346,Jet Airways,Delhi,Cochin,1 stop,No info,16079,5,27,10,0,19,0,540,29.775925925925925,DEL,BOM,COK,None,None,None
347,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11507,6,12,21,25,12,35,910,12.645054945054945,DEL,IDR,BOM,COK,None,None
348,Air India,Kolkata,Banglore,2 stops,No info,11542,6,9,9,25,13,45,1700,6.789411764705882,CCU,BOM,COK,BLR,None,None
349,Jet Airways,Banglore,Delhi,non-stop,No info,7229,4,24,17,45,20,45,180,40.16111111111111,BLR,DEL,None,None,None,None
350,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544,4,27,6,0,8,45,165,27.53939393939394,BLR,DEL,None,None,None,None
351,IndiGo,Delhi,Cochin,1 stop,No info,6496,5,15,5,10,10,5,295,22.02033898305085,DEL,BLR,COK,None,None,None
352,IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,15,21,25,0,5,160,30.025,CCU,BLR,None,None,None,None
353,Air India,Banglore,New Delhi,1 stop,No info,13439,3,1,11,5,9,15,1330,10.104511278195488,BLR,CCU,DEL,None,None,None
354,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,6540,3,27,18,15,4,25,610,10.721311475409836,DEL,BOM,COK,None,None,None
355,IndiGo,Banglore,Delhi,non-stop,No info,4591,6,1,23,30,2,20,170,27.00588235294118,BLR,DEL,None,None,None,None
356,IndiGo,Banglore,New Delhi,1 stop,No info,4437,3,18,16,15,20,35,260,17.065384615384616,BLR,HYD,DEL,None,None,None
357,Air Asia,Delhi,Cochin,1 stop,No info,6151,3,21,20,10,7,10,660,9.31969696969697,DEL,BLR,COK,None,None,None
358,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7754,6,21,17,45,20,45,180,43.077777777777776,BLR,DEL,None,None,None,None
359,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,24,14,0,12,35,1355,7.573431734317343,DEL,BOM,COK,None,None,None
360,Jet Airways,Banglore,Delhi,non-stop,No info,8016,6,9,18,55,22,0,185,43.32972972972973,BLR,DEL,None,None,None,None
361,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,4781,3,24,6,55,9,35,160,29.88125,CCU,BLR,None,None,None,None
362,Vistara,Banglore,Delhi,non-stop,No info,4668,6,27,11,30,14,20,170,27.458823529411763,BLR,DEL,None,None,None,None
363,Air India,Banglore,New Delhi,1 stop,No info,14594,3,6,11,50,8,55,1265,11.536758893280632,BLR,MAA,DEL,None,None,None
364,Jet Airways,Kolkata,Banglore,1 stop,No info,14231,3,24,16,55,4,45,710,20.043661971830986,CCU,BOM,BLR,None,None,None
365,Air India,Delhi,Cochin,1 stop,No info,8425,5,15,5,15,6,50,1535,5.488599348534202,DEL,TRV,COK,None,None,None
366,Multiple carriers,Delhi,Cochin,1 stop,No info,9646,6,12,7,5,22,30,925,10.428108108108107,DEL,HYD,COK,None,None,None
367,IndiGo,Chennai,Kolkata,non-stop,No info,7295,3,3,14,40,17,5,145,50.310344827586206,MAA,CCU,None,None,None,None
368,Air Asia,Kolkata,Banglore,1 stop,No info,5162,4,9,6,50,10,30,220,23.463636363636365,CCU,BBI,BLR,None,None,None
369,IndiGo,Banglore,New Delhi,non-stop,No info,6860,3,9,18,25,21,20,175,39.2,BLR,DEL,None,None,None,None
370,Vistara,Delhi,Cochin,non-stop,No info,6216,4,15,6,0,9,10,190,32.71578947368421,DEL,COK,None,None,None,None
371,Air Asia,Kolkata,Banglore,1 stop,No info,5192,5,24,7,35,19,25,710,7.312676056338028,CCU,DEL,BLR,None,None,None
372,IndiGo,Banglore,Delhi,non-stop,No info,4823,4,9,20,0,22,50,170,28.370588235294118,BLR,DEL,None,None,None,None
373,SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919,4,3,9,30,12,20,170,23.05294117647059,BLR,DEL,None,None,None,None
