,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute
210,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,5,12,0,30,3,25,175,22.53142857142857
211,SpiceJet,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,5583,6,6,6,5,11,20,315,17.723809523809525
212,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,6,6,7,5,16,10,545,17.699082568807338
213,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7677,6,3,8,30,19,15,645,11.902325581395349
214,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6842,6,1,5,10,10,5,295,23.19322033898305
215,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4995,6,24,8,45,10,15,90,55.5
216,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9555,6,9,7,10,18,50,700,13.65
217,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4077,6,1,1,30,4,15,165,24.70909090909091
218,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,5,12,15,15,18,10,175,41.308571428571426
219,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12192,6,9,9,0,19,0,600,20.32
220,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5911,4,12,10,0,12,45,165,35.82424242424243
221,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8372,6,12,9,0,19,15,615,13.613008130081301
222,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4995,3,18,7,10,8,35,85,58.76470588235294
223,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14323,5,9,10,0,19,15,555,25.807207207207206
224,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,6,9,5,30,4,25,1375,9.464727272727274
225,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,2 stops,No info,13591,6,6,14,25,19,15,1730,7.85606936416185
226,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,18799,3,3,5,25,18,50,2245,8.373719376391982
227,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,4,27,23,30,2,20,170,23.194117647058825
228,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No check-in baggage included,1965,5,21,5,45,7,15,90,21.833333333333332
229,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4995,5,27,10,20,11,50,90,55.5
230,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14641,3,24,16,50,18,30,1540,9.507142857142858
231,Air India,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4460,4,12,20,45,23,20,155,28.774193548387096
232,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,10191,5,18,13,0,19,15,375,27.176
233,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,13843,3,9,2,15,19,45,1050,13.183809523809524
234,IndiGo,Delhi,Cochin,DEL ? LKO ? COK,1 stop,No info,6349,5,1,21,50,3,35,345,18.402898550724636
235,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4409,5,1,10,20,12,55,155,28.44516129032258
236,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,17024,3,6,18,15,19,45,1530,11.126797385620915
237,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13727,5,18,7,5,21,0,835,16.439520958083833
238,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,8855,3,15,18,25,21,20,175,50.6
239,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12524,6,24,8,45,19,0,615,20.364227642276422
240,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,13555,3,18,11,40,20,20,520,26.067307692307693
241,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,6,6,6,30,12,0,330,32.86060606060606
242,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13587,6,9,9,0,21,0,720,18.870833333333334
243,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,6,12,9,45,12,0,135,26.244444444444444
244,Vistara,Chennai,Kolkata,MAA ? CCU,non-stop,No info,4842,3,18,7,5,9,20,135,35.86666666666667
245,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,4,24,23,30,2,20,170,23.194117647058825
246,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10577,6,9,19,15,4,25,550,19.23090909090909
247,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6979,5,15,10,35,21,0,625,11.1664
248,Vistara,Chennai,Kolkata,MAA ? CCU,non-stop,No info,11982,6,27,17,45,20,5,140,85.58571428571429
249,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,1 stop,No info,5264,6,6,8,45,13,15,270,19.496296296296297
250,Vistara,Delhi,Cochin,DEL ? COK,non-stop,No info,8001,3,3,6,0,9,10,190,42.11052631578947
251,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,10651,6,1,19,45,19,15,1410,7.5539007092198585
252,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,24,16,30,19,50,1640,6.61219512195122
253,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6601,3,27,9,45,22,20,755,8.743046357615894
254,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6587,3,21,19,0,19,15,1455,4.527147766323024
255,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3173,3,21,13,10,14,30,80,39.6625
256,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5228,5,9,10,0,12,45,165,31.684848484848484
257,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,5769,6,21,7,10,10,10,180,32.05
258,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,6,8,0,19,0,660,22.293939393939393
259,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,6,3,5,30,19,0,810,16.066666666666666
260,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3359,6,3,22,10,1,0,170,19.758823529411764
261,GoAir,Banglore,New Delhi,BLR ? DEL,non-stop,No info,6722,3,3,20,55,23,50,175,38.41142857142857
262,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4462,3,18,9,35,12,20,165,27.042424242424243
263,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6171,3,9,4,55,16,10,675,9.142222222222221
264,Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,2 stops,No info,12303,5,21,5,50,20,25,875,14.060571428571428
265,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7695,3,21,11,40,1,35,835,9.215568862275449
266,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,5684,6,24,11,25,1,30,845,6.726627218934912
267,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,8366,6,12,16,50,7,55,905,9.244198895027624
268,Air India,Chennai,Kolkata,MAA ? CCU,non-stop,No info,19630,3,1,11,40,13,55,135,145.40740740740742
269,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,13502,3,6,14,5,5,5,900,15.002222222222223
270,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14781,5,1,21,10,10,5,775,19.072258064516127
271,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6513,6,12,7,10,16,10,540,12.061111111111112
272,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9929,6,1,7,0,19,15,735,13.508843537414966
273,Multiple carriers,Delhi,Cochin,DEL ? IXU ? BOM ? COK,2 stops,No info,18275,6,6,17,50,1,30,460,39.72826086956522
274,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,4487,4,9,6,5,9,25,1640,2.7359756097560974
275,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2754,3,15,21,20,22,45,85,32.4
276,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2575,3,27,6,20,7,40,80,32.1875
277,SpiceJet,Kolkata,Banglore,CCU ? IXB ? BLR,1 stop,No info,8224,6,12,15,55,21,25,330,24.921212121212122
278,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,8991,3,9,20,30,8,15,705,12.753191489361702
279,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,5000,6,24,5,35,8,50,195,25.641025641025642
280,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8529,6,12,18,55,19,50,1495,5.705016722408026
281,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,14042,3,3,6,5,9,25,1640,8.56219512195122
282,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4030,5,24,11,10,14,5,175,23.02857142857143
283,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,6,6,18,55,12,0,1025,10.579512195121952
284,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,6,21,25,0,5,160,30.025
285,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,7308,5,27,17,30,1,30,480,15.225
286,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,5,12,16,55,19,55,180,26.794444444444444
287,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,24,9,0,12,35,1655,6.200604229607251
288,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,27,20,55,4,25,450,28.662222222222223
289,Air India,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,2 stops,No info,12778,3,12,17,25,16,20,1375,9.293090909090909
290,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14871,3,3,4,45,13,20,515,28.875728155339807
291,Air India,Delhi,Cochin,DEL ? UDR ? BOM ? COK,2 stops,No info,8708,3,21,13,20,19,15,1795,4.85125348189415
292,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,6,6,20,0,18,15,1335,8.122846441947566
293,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,4129,3,6,5,45,7,5,80,51.6125
294,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,18,21,25,0,5,160,30.025
295,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,5,6,8,20,11,20,180,40.16111111111111
296,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,7832,3,21,7,0,19,10,730,10.728767123287671
297,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3859,3,18,9,30,12,5,155,24.89677419354839
298,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9001,6,6,7,30,19,15,705,12.767375886524823
299,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4878,5,9,17,0,19,35,155,31.470967741935485
300,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2754,5,3,2,35,4,5,90,30.6
301,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,6,27,7,0,9,40,160,29.175
302,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5216,5,12,10,20,12,55,155,33.651612903225804
303,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,10368,6,6,5,30,4,25,1375,7.540363636363637
304,IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,8146,3,9,6,40,21,20,880,9.256818181818181
305,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12242,3,27,13,0,4,25,925,13.234594594594595
306,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,9134,3,15,8,0,15,15,435,20.997701149425286
307,Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,10939,6,6,13,15,9,25,1210,9.040495867768595
308,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,2 stops,No info,11753,6,6,10,55,7,40,1245,9.440160642570282
309,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,4,24,17,10,19,40,150,27.826666666666668
310,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,21,20,0,19,50,1430,7.583216783216783
311,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,3,16,0,19,0,1620,9.082716049382716
312,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,9899,6,12,6,30,12,0,330,29.996969696969696
313,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14871,3,3,9,10,21,0,710,20.94507042253521
314,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,7295,3,6,13,20,15,35,135,54.03703703703704
315,Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13465,6,6,18,45,19,15,1470,9.15986394557823
316,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,5,21,17,45,20,5,140,25.307142857142857
317,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7198,6,27,19,0,1,30,390,18.456410256410255
318,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,1,8,0,4,25,1225,8.377142857142857
319,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,3,15,15,20,17,55,155,26.761290322580646
320,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,27,15,15,18,10,175,45.80571428571429
321,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,22,50,4,25,335,30.632835820895522
322,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,6,15,14,55,17,25,150,25.606666666666666
323,Jet Airways,Banglore,New Delhi,BLR ? MAA ? DEL,1 stop,No info,11507,3,12,9,45,0,30,885,13.00225988700565
324,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14781,5,1,8,25,20,45,740,19.974324324324325
325,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16079,5,27,17,30,19,0,1530,10.509150326797386
326,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,27,22,50,4,25,335,38.50149253731343
327,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15353,3,6,7,30,19,15,705,21.777304964539006
328,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,7303,3,24,18,25,21,20,175,41.73142857142857
329,SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,6197,3,24,15,5,20,45,340,18.226470588235294
330,Air India,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,8996,6,9,9,10,13,15,245,36.71836734693878
331,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6528,3,21,14,20,22,20,480,13.6
332,GoAir,Banglore,Delhi,BLR ? DEL,non-stop,No info,4239,4,9,20,55,23,40,165,25.69090909090909
333,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,3,12,20,25,23,5,160,25.925
334,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No info,3971,5,24,21,10,0,5,175,22.69142857142857
335,Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,5192,5,6,7,35,23,30,955,5.436649214659686
336,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,9483,4,9,13,25,12,35,1390,6.822302158273382
337,Jet Airways,Delhi,Cochin,DEL ? JDH ? BOM ? COK,2 stops,No info,18804,6,3,11,40,19,0,440,42.736363636363635
338,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,5201,6,18,5,10,8,0,170,30.594117647058823
339,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16079,5,27,11,30,19,0,450,35.73111111111111
340,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,7229,6,15,19,50,22,50,180,40.16111111111111
341,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6795,5,27,17,45,1,30,465,14.612903225806452
342,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,10953,5,9,9,35,10,55,1520,7.205921052631579
343,Multiple carriers,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,15965,6,24,15,5,1,30,625,25.544
344,Air India,Delhi,Cochin,DEL ? JDH ? BOM ? COK,2 stops,No info,9968,4,9,12,55,19,15,1820,5.476923076923077
345,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,6,6,22,15,0,50,155,30.993548387096773
346,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16079,5,27,10,0,19,0,540,29.775925925925925
347,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,In-flight meal not included,11507,6,12,21,25,12,35,910,12.645054945054945
348,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,2 stops,No info,11542,6,9,9,25,13,45,1700,6.789411764705882
349,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,4,24,17,45,20,45,180,40.16111111111111
350,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,4,27,6,0,8,45,165,27.53939393939394
351,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6496,5,15,5,10,10,5,295,22.02033898305085
352,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,6,15,21,25,0,5,160,30.025
353,Air India,Banglore,New Delhi,BLR ? CCU ? DEL,1 stop,No info,13439,3,1,11,5,9,15,1330,10.104511278195488
354,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,6540,3,27,18,15,4,25,610,10.721311475409836
355,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4591,6,1,23,30,2,20,170,27.00588235294118
356,IndiGo,Banglore,New Delhi,BLR ? HYD ? DEL,1 stop,No info,4437,3,18,16,15,20,35,260,17.065384615384616
357,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6151,3,21,20,10,7,10,660,9.31969696969697
358,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,7754,6,21,17,45,20,45,180,43.077777777777776
359,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,24,14,0,12,35,1355,7.573431734317343
360,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,9,18,55,22,0,185,43.32972972972973
361,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,4781,3,24,6,55,9,35,160,29.88125
362,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,6,27,11,30,14,20,170,27.458823529411763
363,Air India,Banglore,New Delhi,BLR ? MAA ? DEL,1 stop,No info,14594,3,6,11,50,8,55,1265,11.536758893280632
364,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14231,3,24,16,55,4,45,710,20.043661971830986
365,Air India,Delhi,Cochin,DEL ? TRV ? COK,1 stop,No info,8425,5,15,5,15,6,50,1535,5.488599348534202
366,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,6,12,7,5,22,30,925,10.428108108108107
367,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,7295,3,3,14,40,17,5,145,50.310344827586206
368,Air Asia,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,5162,4,9,6,50,10,30,220,23.463636363636365
369,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,6860,3,9,18,25,21,20,175,39.2
370,Vistara,Delhi,Cochin,DEL ? COK,non-stop,No info,6216,4,15,6,0,9,10,190,32.71578947368421
371,Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,5192,5,24,7,35,19,25,710,7.312676056338028
372,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,4,9,20,0,22,50,170,28.370588235294118
373,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,3919,4,3,9,30,12,20,170,23.05294117647059
374,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2754,6,3,19,5,20,35,90,30.6
375,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9315,5,9,7,30,19,0,690,13.5
376,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,11667,3,27,10,0,18,50,530,22.013207547169813
377,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,6224,6,12,8,25,4,40,1215,5.122633744855967
378,Air India,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,2 stops,No info,13349,3,24,9,25,5,35,1210,11.032231404958678
379,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,11087,3,18,16,55,9,0,965,11.489119170984456
380,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15603,3,6,13,0,1,35,755,20.666225165562913
381,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,15129,5,9,19,30,12,35,1025,14.76
382,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,4,9,16,55,19,55,180,26.794444444444444
383,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,8452,5,1,7,10,22,40,930,9.088172043010752
384,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12524,6,6,7,30,19,0,690,18.150724637681158
385,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3384,3,27,17,45,20,5,140,24.17142857142857
386,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,1,19,15,19,0,1425,7.2014035087719295
387,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No check-in baggage included,1965,6,18,13,15,14,45,90,21.833333333333332
388,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,18,22,15,0,50,155,30.993548387096773
389,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16079,5,27,18,15,19,0,1485,10.827609427609428
390,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,13292,6,1,21,25,19,0,1295,10.264092664092663
391,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6751,5,9,7,55,13,25,330,20.457575757575757
392,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8669,5,15,7,0,19,15,735,11.794557823129251
393,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14871,3,3,17,30,1,35,485,30.661855670103094
394,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,21,14,0,19,0,300,42.99333333333333
395,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,3919,6,6,9,30,12,20,170,23.05294117647059
396,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,36983,3,1,12,50,19,15,385,96.05974025974027
397,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,6,3,19,35,21,55,140,25.692857142857143
398,Air India,Banglore,New Delhi,BLR ? DEL,non-stop,No info,10741,3,9,17,0,19,45,165,65.0969696969697
399,Air India,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,2 stops,No info,11432,6,6,16,50,5,35,765,14.943790849673203
400,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,11087,3,12,18,55,10,45,950,11.670526315789473
401,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,13292,6,3,9,35,12,35,1620,8.204938271604938
402,Air India,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,3 stops,No info,10493,6,15,5,15,7,40,1585,6.62018927444795
403,GoAir,Banglore,New Delhi,BLR ? DEL,non-stop,No info,7631,3,9,7,45,10,40,175,43.605714285714285
404,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,2 stops,No info,13381,6,6,6,50,7,40,1490,8.980536912751678
405,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13731,6,6,20,0,4,40,520,26.40576923076923
406,Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,2 stops,No info,11911,5,21,5,55,7,40,1545,7.709385113268608
407,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4591,4,18,23,30,2,20,170,27.00588235294118
408,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14848,6,3,13,0,19,15,375,39.59466666666667
409,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8266,6,12,8,45,19,15,630,13.12063492063492
410,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,2 stops,No info,12392,5,18,17,15,19,15,1560,7.943589743589744
411,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13044,6,12,18,55,12,0,1025,12.725853658536586
412,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,21,7,5,4,25,1280,10.0765625
413,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12242,3,21,22,50,4,25,335,36.54328358208955
414,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,5,18,10,10,13,0,170,23.194117647058825
415,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,11105,3,24,20,20,22,10,1550,7.164516129032258
416,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14388,5,12,21,10,9,20,730,19.70958904109589
417,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,5,18,19,30,12,35,1025,12.69658536585366
